t,OIOpen,OIHigh,OILow,OIClose,open,high,low,close,Volume,bv,tx,btx,PFopen,PFhigh,PFlow,PFclose,LL,LS
2023-06-17 03:47:00,104737.371,104739.659,104737.371,104739.659,26251.6,26251.7,26251.6,26251.6,26.08700000000001,3.4759999999999995,223.0,49.0,0.005946,0.005946,0.005946,0.005946,0,0
2023-06-17 03:48:00,104746.495,104746.495,104745.315,104745.315,26251.7,26256.8,26251.6,26256.7,40.751999999999974,28.953999999999997,297.0,148.0,0.005949,0.005949,0.005949,0.005949,0,0
2023-06-17 03:49:00,104747.846,104747.846,104746.514,104746.514,26256.7,26256.8,26253.4,26256.0,42.40299999999999,22.597999999999995,259.0,108.0,0.005951,0.005951,0.005951,0.005951,0,0
2023-06-17 03:50:00,104750.245,104778.752,104750.245,104778.752,26255.9,26257.0,26247.8,26247.8,136.448,28.67000000000001,353.0,103.0,0.005988,0.005988,0.005988,0.005988,0,0
2023-06-17 03:51:00,104770.529,104781.297,104770.529,104781.297,26247.8,26257.1,26247.8,26256.0,44.415000000000006,35.146,315.0,180.0,0.005988,0.005988,0.005988,0.005988,0,0
2023-06-17 03:52:00,104789.603,104835.795,104789.603,104835.795,26256.0,26259.3,26250.1,26252.1,118.68300000000004,29.29200000000001,379.0,165.0,0.005997,0.005997,0.005997,0.005997,0,0
2023-06-17 03:53:00,104853.173,104858.596,104853.173,104858.596,26252.1,26252.2,26242.5,26242.6,97.11300000000001,21.179999999999996,364.0,93.0,0.006062,0.006062,0.006062,0.006062,0,0
2023-06-17 03:54:00,104869.064,104870.967,104869.064,104870.967,26242.5,26244.9,26242.5,26244.8,24.379,15.836999999999996,214.0,92.0,0.006034,0.006034,0.006034,0.006034,0,0
2023-06-17 03:55:00,104879.88,104879.88,104869.55,104869.55,26244.8,26248.7,26243.4,26248.7,89.67599999999996,68.374,287.0,114.0,0.006023,0.006023,0.006023,0.006023,0,0
2023-06-17 03:56:00,104871.593,104899.304,104871.593,104899.304,26248.7,26248.7,26248.0,26248.4,67.189,38.254,227.0,61.0,0.006023,0.006023,0.006023,0.006023,0,0
2023-06-17 03:57:00,104899.011,104904.851,104899.011,104904.851,26248.4,26248.4,26248.3,26248.3,19.327000000000005,8.842999999999998,330.0,210.0,0.006048,0.006048,0.006048,0.006048,0,0
2023-06-17 03:58:00,104905.528,104905.528,104904.32,104904.32,26248.4,26253.6,26248.3,26251.7,61.952999999999996,20.491999999999997,274.0,149.0,0.006083,0.006083,0.006083,0.006083,0,0
2023-06-17 03:59:00,104914.377,104934.602,104914.377,104934.602,26251.6,26253.5,26251.6,26253.4,63.514000000000024,20.80300000000001,204.0,72.0,0.006136,0.006136,0.006136,0.006136,0,0
2023-06-17 04:00:00,104933.936,104933.936,104933.497,104933.497,26253.4,26255.7,26253.4,26255.7,65.19,42.52099999999999,345.0,166.0,0.006208,0.006208,0.006208,0.006208,0,0
2023-06-17 04:01:00,105139.512,105177.217,105139.512,105177.217,26255.6,26255.7,26236.7,26237.5,495.65700000000027,83.30000000000001,557.0,186.0,0.006208,0.006208,0.006208,0.006208,0,0
2023-06-17 04:02:00,105195.86,105216.273,105195.86,105216.273,26237.6,26238.8,26237.4,26238.8,90.191,59.81199999999999,249.0,100.0,0.006277,0.006277,0.006277,0.006277,0,0
2023-06-17 04:03:00,105215.108,105215.108,105210.394,105210.394,26238.7,26244.6,26238.7,26244.5,50.08799999999999,30.217000000000002,248.0,138.0,0.006245,0.006245,0.006245,0.006245,0,0
2023-06-17 04:04:00,105209.307,105214.652,105209.307,105214.652,26244.5,26244.6,26237.5,26238.7,70.17900000000002,22.015,324.0,80.0,0.006263,0.006263,0.006263,0.006263,0,0
2023-06-17 04:05:00,105224.549,105224.823,105224.549,105224.823,26238.8,26241.4,26238.7,26240.0,27.03000000000001,7.682000000000003,261.0,102.0,0.006294,0.006294,0.006294,0.006294,0,0
2023-06-17 04:06:00,105223.274,105233.987,105223.274,105233.987,26239.9,26240.1,26239.9,26240.0,38.584999999999994,23.111999999999995,216.0,70.0,0.006294,0.006294,0.006294,0.006294,0,0
2023-06-17 04:07:00,105233.803,105241.482,105233.803,105241.482,26240.1,26242.0,26240.0,26242.0,42.223000000000006,22.656000000000002,197.0,99.0,0.006263,0.006263,0.006263,0.006263,0,0
2023-06-17 04:08:00,105252.93,105253.828,105252.93,105253.828,26241.9,26242.0,26238.4,26238.4,55.519000000000005,9.075000000000001,275.0,67.0,0.006236,0.006236,0.006236,0.006236,0,0
2023-06-17 04:09:00,105250.675,105253.547,105250.675,105253.547,26238.4,26238.5,26230.0,26231.1,150.13200000000003,35.299,344.0,59.0,0.006227,0.006227,0.006227,0.006227,0,0
2023-06-17 04:10:00,105266.469,105269.596,105266.469,105269.596,26231.1,26237.4,26231.0,26237.4,46.58300000000001,31.460000000000015,289.0,161.0,0.006168,0.006168,0.006168,0.006168,0,0
2023-06-17 04:11:00,105276.4,105276.4,105275.201,105275.201,26237.3,26240.2,26237.3,26240.1,54.27500000000002,40.958,218.0,109.0,0.006168,0.006168,0.006168,0.006168,0,0
2023-06-17 04:12:00,105276.909,105276.909,105276.323,105276.323,26240.2,26242.1,26240.1,26242.1,64.802,32.606,197.0,95.0,0.006154,0.006154,0.006154,0.006154,0,0
2023-06-17 04:13:00,105280.986,105280.986,105272.047,105272.047,26242.0,26242.1,26240.1,26240.1,41.764,5.877000000000001,230.0,56.0,0.006188,0.006188,0.006188,0.006188,0,0
2023-06-17 04:14:00,105273.936,105273.936,105273.242,105273.242,26240.1,26245.7,26240.1,26245.7,49.593,35.97099999999999,252.0,121.0,0.006239,0.006239,0.006239,0.006239,0,0
2023-06-17 04:15:00,105265.018,105265.018,105255.981,105255.981,26245.6,26245.8,26238.0,26242.0,96.848,57.05200000000001,325.0,131.0,0.006262,0.006262,0.006262,0.006262,0,0
2023-06-17 04:16:00,105253.528,105253.528,105158.525,105158.525,26241.9,26269.0,26241.9,26269.0,438.5620000000002,372.447,608.0,402.0,0.006262,0.006262,0.006262,0.006262,0,0
2023-06-17 04:17:00,105127.937,105158.646,105127.937,105158.646,26269.0,26279.8,26262.0,26262.0,280.2779999999999,153.85800000000003,672.0,320.0,0.006261,0.006261,0.006261,0.006261,0.0,0.082
2023-06-17 04:18:00,105146.491,105146.491,105144.35,105144.35,26262.0,26268.9,26262.0,26268.1,74.46099999999998,49.88399999999999,322.0,189.0,0.006332,0.006332,0.006332,0.006332,0,0
2023-06-17 04:19:00,105144.568,105144.568,105141.652,105141.652,26268.0,26268.1,26260.5,26263.9,45.215,19.28,298.0,104.0,0.006364,0.006364,0.006364,0.006364,0,0
2023-06-17 04:20:00,105139.962,105140.276,105139.962,105140.276,26263.9,26264.0,26263.9,26263.9,21.916000000000007,13.174999999999997,175.0,83.0,0.006372,0.006372,0.006372,0.006372,0,0
2023-06-17 04:21:00,105142.306,105142.306,105132.393,105132.393,26264.0,26280.0,26263.9,26272.6,135.92100000000002,95.074,582.0,359.0,0.006372,0.006372,0.006372,0.006372,0,0
2023-06-17 04:22:00,105140.881,105163.456,105140.881,105163.456,26272.6,26284.4,26272.6,26276.9,209.42600000000002,149.22999999999996,567.0,320.0,0.006395,0.006395,0.006395,0.006395,0.0,0.009
2023-06-17 04:23:00,105166.956,105182.118,105166.956,105182.118,26276.9,26276.9,26270.6,26270.7,80.71300000000001,26.943999999999996,333.0,120.0,0.006445,0.006445,0.006445,0.006445,0,0
2023-06-17 04:24:00,105170.947,105185.315,105170.947,105185.315,26270.7,26278.0,26270.6,26273.9,82.15,49.71700000000001,359.0,214.0,0.006438,0.006438,0.006438,0.006438,0,0
2023-06-17 04:25:00,105203.198,105226.012,105203.198,105226.012,26273.9,26274.5,26272.5,26272.6,113.236,31.699,241.0,93.0,0.006412,0.006412,0.006412,0.006412,0,0
2023-06-17 04:26:00,105197.011,105197.011,105187.712,105187.712,26272.6,26284.1,26272.5,26283.0,180.98999999999998,136.19099999999997,339.0,253.0,0.006412,0.006412,0.006412,0.006412,0,0
2023-06-17 04:27:00,105155.38,105155.38,105155.131,105155.131,26283.0,26286.8,26277.5,26277.5,123.973,75.71000000000004,334.0,157.0,0.006378,0.006378,0.006378,0.006378,0,0
2023-06-17 04:28:00,105130.24,105130.24,105117.785,105117.785,26277.6,26291.6,26277.6,26285.3,272.5659999999999,149.86099999999996,659.0,405.0,0.006405,0.006405,0.006405,0.006405,0.0,0.702
2023-06-17 04:29:00,105116.117,105120.727,105116.117,105120.727,26285.4,26288.0,26285.0,26285.0,83.73400000000005,48.625,339.0,180.0,0.006391,0.006391,0.006391,0.006391,0,0
2023-06-17 04:30:00,105136.971,105136.971,105078.598,105078.598,26285.1,26292.5,26284.3,26286.6,202.72899999999993,154.70000000000005,480.0,266.0,0.00639,0.00639,0.00639,0.00639,0.0,0.169
2023-06-17 04:31:00,105057.109,105057.109,105054.206,105054.206,26286.5,26295.0,26286.5,26289.5,228.59300000000007,173.12500000000009,489.0,288.0,0.00639,0.00639,0.00639,0.00639,0.0,0.043
2023-06-17 04:32:00,105052.691,105052.691,105009.297,105009.297,26289.6,26297.4,26287.0,26292.0,156.96399999999997,104.87600000000002,495.0,260.0,0.006366,0.006366,0.006366,0.006366,0,0
2023-06-17 04:33:00,104999.051,104999.051,104935.483,104935.483,26291.9,26305.0,26288.9,26298.9,572.009,357.00499999999977,843.0,468.0,0.006357,0.006357,0.006357,0.006357,0.0,0.08099999999999999
2023-06-17 04:34:00,104927.316,104927.316,104890.449,104890.449,26298.9,26304.5,26298.9,26300.8,156.32299999999995,108.351,438.0,263.0,0.006391,0.006391,0.006391,0.006391,0.0,0.727
2023-06-17 04:35:00,104876.193,104876.193,104812.964,104812.964,26300.7,26308.6,26294.1,26296.9,408.1710000000001,99.125,649.0,297.0,0.006499,0.006499,0.006499,0.006499,0.0,0.009
2023-06-17 04:36:00,104806.119,104806.119,104803.659,104803.659,26296.8,26297.7,26294.1,26297.7,114.26900000000005,56.96099999999999,298.0,127.0,0.006499,0.006499,0.006499,0.006499,0.0,0.1
2023-06-17 04:37:00,104789.469,104800.348,104789.469,104800.348,26297.7,26301.9,26296.6,26300.0,89.19800000000002,65.26700000000001,329.0,183.0,0.006561,0.006561,0.006561,0.006561,0,0
2023-06-17 04:38:00,104774.242,104776.993,104774.242,104776.993,26299.9,26303.5,26299.8,26300.4,173.891,99.56099999999999,355.0,174.0,0.006609,0.006609,0.006609,0.006609,0,0
2023-06-17 04:39:00,104755.416,104755.416,104748.225,104748.225,26300.4,26304.1,26300.3,26304.1,90.81899999999997,63.61799999999998,247.0,159.0,0.006723,0.006723,0.006723,0.006723,0,0
2023-06-17 04:40:00,104755.473,104755.473,104737.507,104737.507,26304.1,26308.6,26295.1,26295.1,199.43,89.02900000000001,446.0,188.0,0.006826,0.006826,0.006826,0.006826,0.0,0.003
2023-06-17 04:41:00,104746.682,104746.682,104742.54,104742.54,26295.2,26298.7,26294.2,26298.6,88.97699999999999,54.681999999999995,312.0,150.0,0.006826,0.006826,0.006826,0.006826,0,0
2023-06-17 04:42:00,104754.706,104754.706,104752.105,104752.105,26298.6,26302.8,26298.2,26300.8,87.31299999999999,46.82500000000001,338.0,188.0,0.006931,0.006931,0.006931,0.006931,0,0
2023-06-17 04:43:00,104736.929,104737.579,104736.929,104737.579,26300.8,26305.5,26300.8,26302.4,95.95800000000003,52.05000000000001,325.0,169.0,0.007006,0.007006,0.007006,0.007006,0,0
2023-06-17 04:44:00,104731.164,104731.164,104721.034,104721.034,26302.5,26303.8,26302.4,26303.7,40.01800000000001,23.360000000000007,194.0,106.0,0.007103,0.007103,0.007103,0.007103,0,0
2023-06-17 04:45:00,104716.139,104716.139,104686.835,104686.835,26303.7,26317.8,26303.7,26315.9,273.937,207.278,619.0,401.0,0.007198,0.007198,0.007198,0.007198,0.0,0.6569999999999999
2023-06-17 04:46:00,104681.62,104681.62,104679.485,104679.485,26316.0,26316.0,26312.2,26313.4,139.42,69.294,383.0,174.0,0.007198,0.007198,0.007198,0.007198,0,0
2023-06-17 04:47:00,104665.825,104665.825,104653.661,104653.661,26313.3,26313.4,26308.3,26310.9,115.74999999999999,58.068999999999996,358.0,158.0,0.007313,0.007313,0.007313,0.007313,0,0
2023-06-17 04:48:00,104645.126,104652.575,104645.126,104652.575,26310.8,26314.6,26310.8,26314.5,57.60600000000001,49.281000000000006,261.0,149.0,0.007379,0.007379,0.007379,0.007379,0,0
2023-06-17 04:49:00,104605.766,104605.766,104603.603,104603.603,26314.6,26320.0,26313.1,26313.7,220.72999999999996,132.6319999999999,464.0,215.0,0.007428,0.007428,0.007428,0.007428,0.0,0.044
2023-06-17 04:50:00,104606.904,104606.904,104599.04,104599.04,26313.8,26316.1,26309.5,26310.9,256.677,127.73799999999999,427.0,178.0,0.007498,0.007498,0.007498,0.007498,0,0
2023-06-17 04:51:00,104592.842,104592.842,104583.807,104583.807,26310.8,26311.6,26310.8,26311.6,129.654,83.34899999999996,242.0,85.0,0.007498,0.007498,0.007498,0.007498,0,0
2023-06-17 04:52:00,104584.698,104584.698,104579.344,104579.344,26311.6,26311.6,26310.9,26310.9,53.419000000000025,12.221,220.0,74.0,0.007533,0.007533,0.007533,0.007533,0,0
2023-06-17 04:53:00,104558.695,104571.371,104558.695,104571.371,26310.9,26313.4,26310.9,26312.3,85.08700000000002,47.85599999999999,253.0,113.0,0.007587,0.007587,0.007587,0.007587,0,0
2023-06-17 04:54:00,104569.63,104569.63,104537.192,104537.192,26312.4,26324.8,26312.3,26318.3,198.30900000000005,132.52699999999993,440.0,248.0,0.007651,0.007651,0.007651,0.007651,0.0,0.20800000000000002
2023-06-17 04:55:00,104534.966,104534.966,104518.366,104518.366,26318.3,26326.1,26318.3,26322.8,197.78600000000006,154.381,495.0,287.0,0.007746,0.007746,0.007746,0.007746,0.0,1.906
2023-06-17 04:56:00,104482.52,104482.52,104473.226,104473.226,26322.8,26340.2,26322.0,26329.5,360.9790000000001,228.17099999999988,781.0,443.0,0.007746,0.007746,0.007746,0.007746,0.0,0.839
2023-06-17 04:57:00,104479.337,104479.337,104477.692,104477.692,26329.5,26339.8,26327.0,26338.1,197.25699999999998,134.77900000000002,564.0,354.0,0.007838,0.007838,0.007838,0.007838,0.0,0.206
2023-06-17 04:58:00,104352.184,104369.63,104352.184,104369.63,26338.0,26358.8,26338.0,26349.0,946.561,690.3760000000002,1402.0,864.0,0.007908,0.007908,0.007908,0.007908,0.0,1.36
2023-06-17 04:59:00,104334.634,104336.863,104334.634,104336.863,26349.1,26352.4,26345.0,26348.0,261.4779999999999,147.98200000000003,541.0,268.0,0.008026,0.008026,0.008026,0.008026,0,0
2023-06-17 05:00:00,104376.037,104376.037,104354.012,104354.012,26348.1,26348.3,26329.4,26329.4,278.1780000000001,64.54800000000002,662.0,178.0,0.008071,0.008071,0.008071,0.008071,0,0
2023-06-17 05:01:00,104346.531,104351.833,104346.531,104351.833,26329.4,26341.6,26329.4,26338.1,215.87999999999997,135.96099999999993,519.0,286.0,0.008071,0.008071,0.008071,0.008071,0,0
2023-06-17 05:02:00,104381.925,104425.135,104381.925,104425.135,26338.0,26346.4,26337.1,26346.3,169.12699999999998,109.313,417.0,253.0,0.008029,0.008029,0.008029,0.008029,0,0
2023-06-17 05:03:00,104432.808,104432.808,104410.96,104410.96,26346.4,26346.9,26342.5,26342.5,98.11100000000005,34.58700000000002,350.0,119.0,0.00806,0.00806,0.00806,0.00806,0,0
2023-06-17 05:04:00,104410.903,104411.911,104410.903,104411.911,26342.6,26342.6,26339.9,26339.9,68.526,22.37400000000001,329.0,116.0,0.008081,0.008081,0.008081,0.008081,0,0
2023-06-17 05:05:00,104410.24,104437.329,104410.24,104437.329,26340.0,26375.0,26339.9,26374.9,480.84400000000005,409.841,831.0,556.0,0.008049,0.008049,0.008049,0.008049,0.0,0.072
2023-06-17 05:06:00,104334.514,104369.317,104334.514,104369.317,26375.0,26383.0,26357.6,26368.0,616.6370000000001,318.35999999999984,1387.0,686.0,0.008049,0.008049,0.008049,0.008049,0.0,4.83
2023-06-17 05:07:00,104352.727,104352.727,104306.453,104306.453,26368.1,26368.1,26362.2,26367.9,283.101,103.33200000000004,590.0,278.0,0.008062,0.008062,0.008062,0.008062,0,0
2023-06-17 05:08:00,104298.555,104298.555,104298.555,104298.555,26367.9,26367.9,26362.2,26364.7,179.71900000000002,89.908,535.0,228.0,0.008118,0.008118,0.008118,0.008118,0,0
2023-06-17 05:09:00,104297.15,104297.15,104295.609,104295.609,26364.7,26372.9,26364.6,26372.8,209.09400000000005,132.896,568.0,313.0,0.008111,0.008111,0.008111,0.008111,0,0
2023-06-17 05:10:00,104308.728,104308.728,104254.231,104254.231,26372.8,26428.4,26372.8,26403.5,1653.7079999999999,1318.9940000000001,2260.0,1358.0,0.008144,0.008144,0.008144,0.008144,0.0,0.9149999999999999
2023-06-17 05:11:00,104103.639,104133.524,104103.639,104133.524,26403.5,26410.0,26398.4,26400.6,400.0169999999999,139.636,852.0,385.0,0.008144,0.008144,0.008144,0.008144,0,0
2023-06-17 05:12:00,104160.645,104291.282,104160.645,104291.282,26400.6,26405.8,26390.4,26399.9,479.2119999999999,186.97099999999998,869.0,386.0,0.008251,0.008251,0.008251,0.008251,0,0
2023-06-17 05:13:00,104338.335,104365.833,104338.335,104365.833,26399.8,26402.3,26395.0,26395.1,130.76400000000004,61.884,520.0,203.0,0.008334,0.008334,0.008334,0.008334,0,0
2023-06-17 05:14:00,104383.519,104395.239,104383.519,104395.239,26395.1,26400.1,26392.2,26400.0,169.73900000000003,98.85400000000001,463.0,218.0,0.008419,0.008419,0.008419,0.008419,0,0
2023-06-17 05:15:00,104432.956,104491.132,104432.956,104491.132,26400.1,26407.8,26400.0,26401.5,237.44499999999996,154.714,664.0,333.0,0.008426,0.008426,0.008426,0.008426,0,0
2023-06-17 05:16:00,104512.352,104569.037,104512.352,104569.037,26401.6,26401.6,26395.5,26395.6,204.29999999999998,80.11400000000002,470.0,144.0,0.008426,0.008426,0.008426,0.008426,0,0
2023-06-17 05:17:00,104552.686,104573.107,104552.686,104573.107,26395.6,26395.6,26390.4,26391.4,155.969,34.260999999999996,422.0,110.0,0.008478,0.008478,0.008478,0.008478,0,0
2023-06-17 05:18:00,104587.401,104594.122,104587.401,104594.122,26391.3,26391.4,26390.8,26390.8,75.387,9.588,323.0,80.0,0.008486,0.008486,0.008486,0.008486,0,0
2023-06-17 05:19:00,104592.605,104592.605,104587.494,104587.494,26390.8,26390.9,26380.9,26380.9,137.96300000000002,20.76999999999999,478.0,86.0,0.00849,0.00849,0.00849,0.00849,0,0
2023-06-17 05:20:00,104572.375,104577.117,104572.375,104577.117,26380.9,26388.7,26380.9,26384.0,199.40799999999996,103.385,598.0,282.0,0.008508,0.008508,0.008508,0.008508,0,0
2023-06-17 05:21:00,104582.609,104582.609,104582.208,104582.208,26384.0,26384.1,26382.1,26382.1,66.749,17.573,325.0,77.0,0.008508,0.008508,0.008508,0.008508,0,0
2023-06-17 05:22:00,104594.771,104594.771,104588.961,104588.961,26382.1,26385.3,26378.9,26378.9,141.833,50.11300000000001,448.0,151.0,0.008504,0.008504,0.008504,0.008504,0,0
2023-06-17 05:23:00,104586.923,104596.195,104586.923,104596.195,26378.9,26387.8,26373.9,26378.8,286.5629999999999,155.44599999999994,662.0,257.0,0.008481,0.008481,0.008481,0.008481,0,0
2023-06-17 05:24:00,104602.854,104602.854,104600.719,104600.719,26378.8,26386.0,26374.8,26377.0,189.744,108.95700000000002,496.0,212.0,0.008442,0.008442,0.008442,0.008442,0,0
2023-06-17 05:25:00,104571.114,104571.114,104560.965,104560.965,26376.9,26377.0,26375.0,26376.0,76.67300000000002,19.977000000000007,347.0,106.0,0.008434,0.008434,0.008434,0.008434,0,0
2023-06-17 05:26:00,104570.137,104616.888,104570.137,104616.888,26376.0,26376.1,26373.7,26373.7,94.80399999999996,10.949,323.0,76.0,0.008434,0.008434,0.008434,0.008434,0,0
2023-06-17 05:27:00,104617.741,104617.741,104592.467,104592.467,26373.7,26395.5,26373.7,26395.5,231.264,186.8189999999999,623.0,417.0,0.008413,0.008413,0.008413,0.008413,0.0,0.009
2023-06-17 05:28:00,104574.908,104588.728,104574.908,104588.728,26395.5,26398.6,26388.7,26391.5,234.73600000000002,150.53400000000002,567.0,238.0,0.008403,0.008403,0.008403,0.008403,0,0
2023-06-17 05:29:00,104611.682,104682.631,104611.682,104682.631,26391.4,26395.2,26382.0,26383.8,193.747,105.80300000000005,619.0,244.0,0.008454,0.008454,0.008454,0.008454,0,0
2023-06-17 05:30:00,104682.821,104691.01,104682.821,104691.01,26383.9,26383.9,26381.3,26381.4,64.696,14.142,361.0,128.0,0.008469,0.008469,0.008469,0.008469,0,0
2023-06-17 05:31:00,104684.942,104684.942,104671.935,104671.935,26381.3,26381.4,26378.9,26378.9,96.29999999999998,5.247999999999999,304.0,64.0,0.008469,0.008469,0.008469,0.008469,0,0
2023-06-17 05:32:00,104657.795,104657.813,104657.795,104657.813,26378.9,26381.7,26376.6,26379.0,78.515,33.37099999999999,375.0,144.0,0.008444,0.008444,0.008444,0.008444,0,0
2023-06-17 05:33:00,104646.705,104726.282,104646.705,104726.282,26378.9,26379.0,26370.0,26370.6,146.05499999999992,8.292999999999997,424.0,86.0,0.008403,0.008403,0.008403,0.008403,0,0
2023-06-17 05:34:00,104723.093,104723.093,104703.216,104703.216,26370.7,26370.7,26366.1,26366.3,147.32200000000003,42.166999999999994,438.0,147.0,0.008369,0.008369,0.008369,0.008369,0,0
2023-06-17 05:35:00,104691.248,104691.586,104691.248,104691.586,26366.2,26377.5,26366.2,26376.0,89.68499999999997,52.237000000000016,403.0,226.0,0.008369,0.008369,0.008369,0.008369,0,0
2023-06-17 05:36:00,104684.118,104684.118,104682.645,104682.645,26375.9,26377.3,26372.2,26377.2,84.03099999999999,44.58,331.0,133.0,0.00836,0.00836,0.00836,0.00836,0,0
2023-06-17 05:37:00,104683.578,104683.578,104681.091,104681.091,26377.3,26387.9,26377.2,26387.9,150.58400000000003,104.80299999999998,360.0,249.0,0.008417,0.008417,0.008417,0.008417,0,0
2023-06-17 05:38:00,104666.244,104671.794,104666.244,104671.794,26387.9,26387.9,26378.9,26378.9,79.81700000000002,23.603000000000012,373.0,105.0,0.008485,0.008485,0.008485,0.008485,0.0,0.38
2023-06-17 05:39:00,104673.225,104673.544,104673.225,104673.544,26378.9,26388.2,26378.9,26388.1,67.029,45.092000000000006,309.0,197.0,0.008514,0.008514,0.008514,0.008514,0.0,0.007
2023-06-17 05:40:00,104668.504,104668.504,104642.543,104642.543,26388.2,26410.0,26388.1,26406.2,319.1320000000001,246.44199999999998,742.0,498.0,0.008514,0.008514,0.008514,0.008514,0.0,1.057
2023-06-17 05:41:00,104666.825,104666.825,102666.869,102666.869,26406.2,26900.0,26406.2,26743.8,19458.664,13731.868000000002,28995.0,16839.0,0.008548,0.008548,0.008548,0.008548,0.0,7.425
2023-06-17 05:42:00,101590.498,101590.498,101462.886,101462.886,26743.7,26824.7,26706.0,26721.9,5608.0120000000015,2761.6099999999997,13134.0,6461.0,0.008655,0.008655,0.008655,0.008655,0.0,0.001
2023-06-17 05:43:00,101541.754,101683.926,101541.754,101683.926,26722.0,26770.0,26715.0,26732.4,1967.516,1060.2140000000004,6696.0,3426.0,0.008725,0.008725,0.008725,0.008725,0.0,0.035
2023-06-17 05:44:00,101712.048,101733.282,101712.048,101733.282,26732.3,26750.0,26700.0,26713.1,1451.361,654.3600000000001,4573.0,2089.0,0.009504,0.009504,0.009504,0.009504,0,0
2023-06-17 05:45:00,101719.2,101803.171,101719.2,101803.171,26713.0,26721.0,26677.8,26692.9,2304.6070000000004,1032.301,5067.0,2356.0,0.009504,0.009504,0.009504,0.009504,0,0
2023-06-17 05:46:00,101719.644,101719.644,101537.717,101537.717,26693.0,26693.3,26666.0,26666.0,1419.9959999999996,574.8160000000001,2887.0,1295.0,0.009906,0.009906,0.009906,0.009906,0.0,0.05
2023-06-17 05:47:00,101506.262,101506.262,101502.811,101502.811,26666.0,26684.9,26646.4,26651.1,1551.4260000000004,661.0479999999995,3059.0,1440.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 05:48:00,101376.857,101376.857,101356.181,101356.181,26651.1,26672.3,26640.9,26659.0,892.0970000000001,417.7729999999999,2909.0,1496.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 05:49:00,101343.368,101343.368,101316.698,101316.698,26659.0,26664.9,26644.8,26652.8,787.4419999999999,414.7259999999999,2540.0,1226.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 05:50:00,101368.943,101394.649,101368.943,101394.649,26652.9,26666.0,26629.5,26664.1,797.3699999999999,402.4549999999999,2187.0,1168.0,0.01,0.01,0.01,0.01,0.05,0.0
2023-06-17 05:51:00,101435.601,101435.601,101385.882,101385.882,26664.1,26750.0,26664.0,26728.0,2239.076,1557.5360000000005,4341.0,2564.0,0.01,0.01,0.01,0.01,0.0,3.2689999999999997
2023-06-17 05:52:00,101327.926,101431.254,101327.926,101431.254,26728.1,26734.0,26676.0,26683.6,840.3039999999999,320.92599999999993,3001.0,1243.0,0.01,0.01,0.01,0.01,0.0,0.008
2023-06-17 05:53:00,101428.999,101467.437,101428.999,101467.437,26683.5,26695.1,26661.2,26684.0,743.5900000000001,411.43300000000005,2648.0,1295.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 05:54:00,101578.839,101649.033,101578.839,101649.033,26684.0,26722.3,26664.0,26673.9,1526.9759999999999,708.9959999999998,3071.0,1534.0,0.01,0.01,0.01,0.01,0.0,0.013
2023-06-17 05:55:00,101506.965,101506.965,101330.419,101330.419,26673.9,26685.4,26629.5,26636.0,1230.6969999999997,366.41700000000003,2750.0,1123.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 05:56:00,101384.622,101384.622,101346.657,101346.657,26636.2,26687.4,26636.2,26661.0,1007.5560000000003,626.985,2455.0,1309.0,0.01,0.01,0.01,0.01,0.0,0.020999999999999998
2023-06-17 05:57:00,101421.661,101527.325,101421.661,101527.325,26661.1,26688.0,26648.4,26674.2,662.9699999999999,375.99400000000014,2043.0,1073.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 05:58:00,101523.872,101526.768,101523.872,101526.768,26674.2,26685.0,26664.1,26668.0,390.65700000000015,185.70700000000002,1294.0,586.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 05:59:00,101545.179,101586.042,101545.179,101586.042,26668.1,26683.9,26660.7,26679.4,445.65999999999997,231.47899999999998,1437.0,748.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 06:00:00,101582.882,101914.598,101582.882,101914.598,26679.6,26729.3,26679.6,26696.8,1347.425,899.4079999999999,2529.0,1377.0,0.01,0.01,0.01,0.01,0.0,0.124
2023-06-17 06:01:00,101997.139,102000.885,101997.139,102000.885,26696.8,26709.3,26680.6,26681.0,800.1719999999996,234.02799999999985,1646.0,726.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 06:02:00,102010.006,102010.063,102010.006,102010.063,26681.1,26686.3,26660.9,26663.7,511.2739999999999,229.02999999999997,1631.0,669.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 06:03:00,102073.446,102128.321,102073.446,102128.321,26663.7,26668.9,26656.3,26656.7,537.6480000000001,185.20899999999997,1323.0,612.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 06:04:00,102164.873,102183.696,102164.873,102183.696,26656.7,26661.0,26652.6,26652.6,363.8829999999999,165.66599999999997,1134.0,520.0,0.01,0.01,0.01,0.01,0,0
2023-06-17 06:05:00,102191.998,102304.909,102191.998,102304.909,26652.7,26661.1,26647.5,26652.4,432.19499999999994,269.04400000000004,961.0,439.0,0.01,0.01,0.01,0.01,0,0
